problem_id,category,problem,response,num_steps,average_score,minimum_score,maximum_score,step_scores
5,correct,لدى خالد 5 صناديق، في كل صندوق 6 كرات. كم كرة لديه؟,"لدى خالد 5 صناديق.
في كل صندوق 6 كرات.
نحسب:
5 × 6 = 30.
إذن، لديه 30 كرة.",7,0.728871979883739,0.4408054053783417,0.8532150983810425,0.4408 0.6860 0.8455 0.6997 0.8532 0.7817 0.7951
5,arithmetic_error,لدى خالد 5 صناديق، في كل صندوق 6 كرات. كم كرة لديه؟,"لدى خالد 5 صناديق.
في كل صندوق 6 كرات.
نحسب:
5 × 6 = 35.
إذن، لديه 35 كرة.",7,0.4914570855242865,0.2493700236082077,0.8455313444137573,0.4408 0.6860 0.8455 0.6997 0.2494 0.2609 0.2579
5,logic_error,لدى خالد 5 صناديق، في كل صندوق 6 كرات. كم كرة لديه؟,"لدى خالد 5 صناديق.
في كل صندوق 6 كرات.
نحسب:
5 + 6 = 11.
إذن، لديه 11 كرة.",7,0.5126557499170303,0.2422248274087906,0.8455313444137573,0.4408 0.6860 0.8455 0.6997 0.4202 0.2422 0.2541
5,completely_wrong,لدى خالد 5 صناديق، في كل صندوق 6 كرات. كم كرة لديه؟,"لدى خالد 5 صناديق، وكل صندوق يحتوي على 6 كرات.
نحسب:
5 × 6 = 25.
إذن، لديه 25 كرة.",6,0.3292045183479786,0.021910136565566063,0.7786684632301331,0.4408 0.7787 0.6794 0.0219 0.0249 0.0296
6,correct,وزعت المعلمة 24 قلمًا بالتساوي على 6 طلاب. كم قلمًا يحصل عليه كل طالب؟,"لدى المعلمة 24 قلمًا.
ستوزعها بالتساوي على 6 طلاب.
نحسب:
24 ÷ 6 = 4.
إذن، يحصل كل طالب على 4 أقلام.",7,0.27333117595740725,0.16073009371757507,0.561493456363678,0.1607 0.2181 0.2998 0.2146 0.5615 0.2667 0.1918
6,arithmetic_error,وزعت المعلمة 24 قلمًا بالتساوي على 6 طلاب. كم قلمًا يحصل عليه كل طالب؟,"لدى المعلمة 24 قلمًا.
ستوزعها على 6 طلاب:
24 ÷ 6 = 5.
إذن، يحصل كل طالب على 5 أقلام.",6,0.1332017369568348,0.05050218850374222,0.22981344163417816,0.1607 0.2181 0.2298 0.0847 0.0554 0.0505
6,logic_error,وزعت المعلمة 24 قلمًا بالتساوي على 6 طلاب. كم قلمًا يحصل عليه كل طالب؟,"لدى المعلمة 24 قلمًا و6 طلاب.
نحسب:
24 - 6 = 18.
إذن، يحصل كل طالب على 18 قلمًا.",6,0.27403703331947327,0.16073009371757507,0.3305821120738983,0.1607 0.3235 0.2278 0.3306 0.3295 0.2721
6,completely_wrong,وزعت المعلمة 24 قلمًا بالتساوي على 6 طلاب. كم قلمًا يحصل عليه كل طالب؟,"لدى المعلمة 24 قلمًا و6 طلاب.
نحسب:
24 + 6 = 30.
إذن، يحصل كل طالب على 30 قلمًا.",6,0.23090306172768274,0.16073009371757507,0.3235120475292206,0.1607 0.3235 0.2278 0.2523 0.2318 0.1894
7,correct,كان سعر القلم 10 ريالات. اشترى علي 3 أقلام. كم دفع؟,"سعر القلم الواحد 10 ريالات.
اشترى علي 3 أقلام.
نحسب:
10 × 3 = 30.
إذن، دفع 30 ريالًا.",7,0.478279777935573,0.2827214300632477,0.6402036547660828,0.2827 0.4651 0.5207 0.5270 0.6402 0.5431 0.3692
7,arithmetic_error,كان سعر القلم 10 ريالات. اشترى علي 3 أقلام. كم دفع؟,"سعر القلم الواحد 10 ريالات.
اشترى علي 3 أقلام.
نحسب:
10 × 3 = 25.
إذن، دفع 25 ريالًا.",7,0.28562135834779057,0.0593126080930233,0.5269638299942017,0.2827 0.4651 0.5207 0.5270 0.0593 0.0801 0.0645
7,logic_error,كان سعر القلم 10 ريالات. اشترى علي 3 أقلام. كم دفع؟,"سعر القلم الواحد 10 ريالات.
اشترى علي 3 أقلام.
نحسب:
10 + 3 = 13.
إذن، دفع 13 ريالًا.",7,0.48605554018701824,0.2827214300632477,0.6715622544288635,0.2827 0.4651 0.5207 0.5270 0.6716 0.5413 0.3940
7,completely_wrong,كان سعر القلم 10 ريالات. اشترى علي 3 أقلام. كم دفع؟,"سعر القلم الواحد 10 ريالات.
اشترى علي 3 أقلام.
نحسب:
10 - 3 = 7.
إذن، دفع 7 ريالات.",7,0.5096029724393573,0.2827214300632477,0.7619668245315552,0.2827 0.4651 0.5207 0.5270 0.7620 0.5571 0.4527
8,correct,لدى مريم 40 ريالًا. أنفقت 15 ريالًا ثم حصلت على 10 ريالات. كم أصبح لديها؟,"لدى مريم 40 ريالًا.
أنفقت 15 ريالًا:
40 - 15 = 25.
ثم حصلت على 10 ريالات:
25 + 10 = 35.
إذن، أصبح لديها 35 ريالًا.",8,0.6063505858182907,0.3509299159049988,0.7757861018180847,0.3509 0.3892 0.4328 0.7306 0.7758 0.7014 0.7497 0.7204
8,arithmetic_error,لدى مريم 40 ريالًا. أنفقت 15 ريالًا ثم حصلت على 10 ريالات. كم أصبح لديها؟,"لدى مريم 40 ريالًا.
أنفقت 15 ريالًا:
40 - 15 = 25.
ثم حصلت على 10 ريالات:
25 + 10 = 30.
إذن، أصبح لديها 30 ريالًا.",8,0.369190463796258,0.07799500226974487,0.7757861018180847,0.3509 0.3892 0.4328 0.7306 0.7758 0.0780 0.0968 0.0994
8,logic_error,لدى مريم 40 ريالًا. أنفقت 15 ريالًا ثم حصلت على 10 ريالات. كم أصبح لديها؟,"لدى مريم 40 ريالًا.
أنفقت 15 ريالًا:
40 + 15 = 55.
ثم حصلت على 10 ريالات:
55 + 10 = 65.
إذن، أصبح لديها 65 ريالًا.",8,0.4349982924759388,0.3509299159049988,0.5117570161819458,0.3509 0.3892 0.4328 0.5091 0.5118 0.4123 0.4554 0.4185
8,completely_wrong,لدى مريم 40 ريالًا. أنفقت 15 ريالًا ثم حصلت على 10 ريالات. كم أصبح لديها؟,"لدى مريم 40 ريالًا.
أنفقت 15 ريالًا وحصلت على 10 ريالات.
نحسب:
40 - 15 - 10 = 15.
إذن، أصبح لديها 15 ريالًا.",7,0.5572473449366433,0.3509299159049988,0.7675508260726929,0.3509 0.3892 0.5160 0.4700 0.6403 0.7667 0.7676
9,correct,يقرأ أحمد 7 صفحات كل يوم لمدة 5 أيام. كم صفحة يقرأ؟,"يقرأ أحمد 7 صفحات يوميًا.
عدد الأيام 5.
نحسب:
7 × 5 = 35.
إذن، يقرأ 35 صفحة.",7,0.49014371633529663,0.3058806359767914,0.6018630266189575,0.3059 0.3085 0.4767 0.6019 0.5752 0.5903 0.5726
9,arithmetic_error,يقرأ أحمد 7 صفحات كل يوم لمدة 5 أيام. كم صفحة يقرأ؟,"يقرأ أحمد 7 صفحات يوميًا لمدة 5 أيام.
نحسب:
7 × 5 = 30.
إذن، يقرأ 30 صفحة.",6,0.3716002901395162,0.2859126329421997,0.502713143825531,0.3059 0.4016 0.5027 0.3641 0.3695 0.2859
9,logic_error,يقرأ أحمد 7 صفحات كل يوم لمدة 5 أيام. كم صفحة يقرأ؟,"يقرأ أحمد 7 صفحات يوميًا لمدة 5 أيام.
نحسب:
7 + 5 = 12.
إذن، يقرأ 12 صفحة.",6,0.3308265879750252,0.22770310938358307,0.502713143825531,0.3059 0.4016 0.5027 0.2533 0.2938 0.2277
9,completely_wrong,يقرأ أحمد 7 صفحات كل يوم لمدة 5 أيام. كم صفحة يقرأ؟,"يقرأ أحمد 7 صفحات يوميًا لمدة 5 أيام.
نحسب:
7 × 5 = 25.
إذن، يقرأ 25 صفحة.",6,0.22270297072827816,0.03769402205944061,0.502713143825531,0.3059 0.4016 0.5027 0.0377 0.0429 0.0455
10,correct,لدى متجر 50 زجاجة ماء. باع 18 زجاجة. كم زجاجة بقيت؟,"لدى المتجر 50 زجاجة.
باع 18 زجاجة:
50 - 18 = 32.
إذن، بقيت 32 زجاجة.",6,0.45186853408813477,0.27859359979629517,0.6054823398590088,0.2786 0.3198 0.4686 0.6055 0.5318 0.5069
10,arithmetic_error,لدى متجر 50 زجاجة ماء. باع 18 زجاجة. كم زجاجة بقيت؟,"لدى المتجر 50 زجاجة.
باع 18 زجاجة:
50 - 18 = 35.
إذن، بقيت 35 زجاجة.",6,0.19684729352593422,0.0293886698782444,0.46861448884010315,0.2786 0.3198 0.4686 0.0294 0.0413 0.0434
10,logic_error,لدى متجر 50 زجاجة ماء. باع 18 زجاجة. كم زجاجة بقيت؟,"لدى المتجر 50 زجاجة.
باع 18 زجاجة، لذلك:
50 + 18 = 68.
إذن، بقيت 68 زجاجة.",6,0.3218531608581543,0.26967883110046387,0.47397351264953613,0.2786 0.3198 0.4740 0.2697 0.3161 0.2730
10,completely_wrong,لدى متجر 50 زجاجة ماء. باع 18 زجاجة. كم زجاجة بقيت؟,"لدى المتجر 50 زجاجة.
باع 18 زجاجة.
نحسب:
50 - 18 - 18 = 14.
إذن، بقيت 14 زجاجة.",7,0.41822352153914316,0.27859359979629517,0.6015625596046448,0.2786 0.3198 0.5030 0.6016 0.3897 0.4066 0.4283
11,correct,لدى يوسف 9 سيارات لعبة، واشترى 4 سيارات أخرى. كم سيارة لديه؟,"لدى يوسف 9 سيارات لعبة.
اشترى 4 سيارات أخرى:
9 + 4 = 13.
إذن، لديه 13 سيارة.",6,0.5389756659666697,0.46534615755081177,0.6255611777305603,0.4715 0.5395 0.4653 0.6256 0.5546 0.5774
11,arithmetic_error,لدى يوسف 9 سيارات لعبة، واشترى 4 سيارات أخرى. كم سيارة لديه؟,"لدى يوسف 9 سيارات لعبة.
اشترى 4 سيارات:
9 + 4 = 14.
إذن، لديه 14 سيارة.",6,0.24775370210409164,0.023411830887198448,0.5395471453666687,0.4715 0.5395 0.3995 0.0234 0.0240 0.0287
11,logic_error,لدى يوسف 9 سيارات لعبة، واشترى 4 سيارات أخرى. كم سيارة لديه؟,"لدى يوسف 9 سيارات لعبة.
اشترى 4 سيارات أخرى.
نحسب:
9 - 4 = 5.
إذن، لديه 5 سيارات.",7,0.6356339710099357,0.4714602828025818,0.8480939269065857,0.4715 0.5395 0.6385 0.5620 0.8481 0.6926 0.6973
11,completely_wrong,لدى يوسف 9 سيارات لعبة، واشترى 4 سيارات أخرى. كم سيارة لديه؟,"لدى يوسف 9 سيارات لعبة.
اشترى 4 سيارات.
نحسب:
9 × 4 = 36.
إذن، لديه 36 سيارة.",7,0.44639481816973003,0.27253955602645874,0.5792092680931091,0.4715 0.5395 0.5792 0.5680 0.4119 0.2821 0.2725
12,correct,في مزرعة 6 صفوف، وفي كل صف 8 أشجار. كم شجرة في المزرعة؟,"هناك 6 صفوف من الأشجار.
في كل صف 8 أشجار.
نحسب:
6 × 8 = 48.
إذن، هناك 48 شجرة.",7,0.6565650956971305,0.40435850620269775,0.8412188291549683,0.4044 0.4243 0.6693 0.6580 0.8412 0.7899 0.8088
12,arithmetic_error,في مزرعة 6 صفوف، وفي كل صف 8 أشجار. كم شجرة في المزرعة؟,"هناك 6 صفوف.
في كل صف 8 أشجار.
نحسب:
6 × 8 = 42.
إذن، هناك 42 شجرة.",7,0.4739600824458258,0.21148397028446198,0.7358065247535706,0.4044 0.6344 0.7251 0.7358 0.2115 0.2973 0.3093
12,logic_error,في مزرعة 6 صفوف، وفي كل صف 8 أشجار. كم شجرة في المزرعة؟,"هناك 6 صفوف.
في كل صف 8 أشجار.
نحسب:
6 + 8 = 14.
إذن، هناك 14 شجرة.",7,0.5919065432889121,0.40435850620269775,0.7358065247535706,0.4044 0.6344 0.7251 0.7358 0.4375 0.5833 0.6228
12,completely_wrong,في مزرعة 6 صفوف، وفي كل صف 8 أشجار. كم شجرة في المزرعة؟,"هناك 6 صفوف وفي كل صف 8 أشجار.
نحسب:
8 - 6 = 2.
إذن، هناك شجرتان فقط.",6,0.3983372176686923,0.11407674849033356,0.7464537024497986,0.4044 0.7064 0.7465 0.2747 0.1441 0.1141
13,correct,لدى سليم 100 ريال. اشترى لعبة بسعر 35 ريالًا. كم ريالًا بقي معه؟,"لدى سليم 100 ريال.
اشترى لعبة بسعر 35 ريالًا.
نحسب:
100 - 35 = 65.
إذن، بقي معه 65 ريالًا.",7,0.44556182622909546,0.40224719047546387,0.504082202911377,0.4022 0.4332 0.4208 0.4360 0.5041 0.4940 0.4285
13,arithmetic_error,لدى سليم 100 ريال. اشترى لعبة بسعر 35 ريالًا. كم ريالًا بقي معه؟,"لدى سليم 100 ريال.
اشترى لعبة بسعر 35 ريالًا.
نحسب:
100 - 35 = 75.
إذن، بقي معه 75 ريالًا.",7,0.3367970202650343,0.18967586755752563,0.4360189139842987,0.4022 0.4332 0.4208 0.4360 0.1897 0.2394 0.2362
13,logic_error,لدى سليم 100 ريال. اشترى لعبة بسعر 35 ريالًا. كم ريالًا بقي معه؟,"لدى سليم 100 ريال.
اشترى لعبة بسعر 35 ريالًا.
نحسب:
100 + 35 = 135.
إذن، بقي معه 135 ريالًا.",7,0.312976422054427,0.1427193284034729,0.4360189139842987,0.4022 0.4332 0.4208 0.4360 0.1870 0.1688 0.1427
13,completely_wrong,لدى سليم 100 ريال. اشترى لعبة بسعر 35 ريالًا. كم ريالًا بقي معه؟,"لدى سليم 100 ريال.
اشترى لعبة بسعر 35 ريالًا.
نحسب:
100 - 35 - 35 = 30.
إذن، بقي معه 30 ريالًا.",7,0.38229152985981535,0.2940880060195923,0.4360189139842987,0.4022 0.4332 0.4208 0.4360 0.3427 0.3470 0.2941
14,correct,قطعت سيارة 60 كيلومترًا في ساعتين بنفس السرعة. كم كيلومترًا تقطع في الساعة؟,"قطعت السيارة 60 كيلومترًا خلال ساعتين.
نقسم المسافة على الزمن:
60 ÷ 2 = 30.
إذن، سرعتها 30 كيلومترًا في الساعة.",6,0.15000077212850252,0.07645857334136963,0.22691872715950012,0.1064 0.1533 0.0765 0.2269 0.2004 0.1365
14,arithmetic_error,قطعت سيارة 60 كيلومترًا في ساعتين بنفس السرعة. كم كيلومترًا تقطع في الساعة؟,"قطعت السيارة 60 كيلومترًا خلال ساعتين.
نحسب:
60 ÷ 2 = 40.
إذن، سرعتها 40 كيلومترًا في الساعة.",6,0.11450964709122975,0.08894675970077515,0.15328024327754974,0.1064 0.1533 0.1164 0.1000 0.1219 0.0889
14,logic_error,قطعت سيارة 60 كيلومترًا في ساعتين بنفس السرعة. كم كيلومترًا تقطع في الساعة؟,"قطعت السيارة 60 كيلومترًا خلال ساعتين.
نحسب:
60 × 2 = 120.
إذن، سرعتها 120 كيلومترًا في الساعة.",6,0.14253627881407738,0.1064445897936821,0.17827346920967102,0.1064 0.1533 0.1164 0.1783 0.1746 0.1262
14,completely_wrong,قطعت سيارة 60 كيلومترًا في ساعتين بنفس السرعة. كم كيلومترًا تقطع في الساعة؟,"قطعت السيارة 60 كيلومترًا خلال ساعتين.
نحسب:
60 - 2 = 58.
إذن، سرعتها 58 كيلومترًا في الساعة.",6,0.16259800270199776,0.1064445897936821,0.25769856572151184,0.1064 0.1533 0.1164 0.2577 0.2041 0.1376
15,correct,لدى أحمد 3 أكياس، في كل كيس 10 برتقالات. أعطى 5 برتقالات لأخيه. كم برتقالة بقيت؟,"لدى أحمد 3 أكياس.
في كل كيس 10 برتقالات:
3 × 10 = 30 برتقالة.
أعطى 5 برتقالات لأخيه:
30 - 5 = 25.
إذن، بقيت 25 برتقالة.",8,0.42632892169058323,0.21915577352046967,0.67374587059021,0.2192 0.5018 0.5667 0.6737 0.6157 0.3190 0.2757 0.2389
15,arithmetic_error,لدى أحمد 3 أكياس، في كل كيس 10 برتقالات. أعطى 5 برتقالات لأخيه. كم برتقالة بقيت؟,"لدى أحمد 3 أكياس.
في كل كيس 10 برتقالات:
3 × 10 = 30.
أعطى 5 برتقالات:
30 - 5 = 20.
إذن، بقيت 20 برتقالة.",8,0.35027094278484583,0.04406838119029999,0.7036158442497253,0.2192 0.5018 0.5667 0.6714 0.7036 0.0442 0.0512 0.0441
15,logic_error,لدى أحمد 3 أكياس، في كل كيس 10 برتقالات. أعطى 5 برتقالات لأخيه. كم برتقالة بقيت؟,"لدى أحمد 3 أكياس.
في كل كيس 10 برتقالات:
3 + 10 = 13.
ثم أعطى 5 برتقالات:
13 - 5 = 8.
إذن، بقيت 8 برتقالات.",8,0.44008843041956425,0.21915577352046967,0.6564018130302429,0.2192 0.5018 0.5667 0.4964 0.6564 0.4912 0.2989 0.2902
15,completely_wrong,لدى أحمد 3 أكياس، في كل كيس 10 برتقالات. أعطى 5 برتقالات لأخيه. كم برتقالة بقيت؟,"لدى أحمد 3 أكياس وفي كل كيس 10 برتقالات.
ثم أعطى 5 برتقالات.
نحسب:
3 × 10 + 5 = 35.
إذن، بقيت 35 برتقالة.",7,0.3703295439481735,0.21915577352046967,0.5092534422874451,0.2192 0.4179 0.3980 0.2700 0.5093 0.4271 0.3509
16,correct,كان لدى المدرسة 80 طالبًا، انضم 20 طالبًا جديدًا. كم أصبح عدد الطلاب؟,"كان لدى المدرسة 80 طالبًا.
انضم 20 طالبًا جديدًا:
80 + 20 = 100.
إذن، أصبح عدد الطلاب 100 طالب.",6,0.6410617480675379,0.4231872856616974,0.8206149339675903,0.4232 0.5264 0.5517 0.8206 0.7451 0.7794
16,arithmetic_error,كان لدى المدرسة 80 طالبًا، انضم 20 طالبًا جديدًا. كم أصبح عدد الطلاب؟,"كان لدى المدرسة 80 طالبًا.
انضم 20 طالبًا:
80 + 20 = 90.
إذن، أصبح العدد 90 طالبًا.",6,0.25932846559832495,0.02489919774234295,0.5264447331428528,0.4232 0.5264 0.5264 0.0249 0.0261 0.0290
16,logic_error,كان لدى المدرسة 80 طالبًا، انضم 20 طالبًا جديدًا. كم أصبح عدد الطلاب؟,"كان لدى المدرسة 80 طالبًا.
انضم 20 طالبًا جديدًا.
نحسب:
80 - 20 = 60.
إذن، أصبح العدد 60 طالبًا.",7,0.6277350996221814,0.4231872856616974,0.8508546948432922,0.4232 0.5264 0.4963 0.5651 0.8509 0.7758 0.7566
16,completely_wrong,كان لدى المدرسة 80 طالبًا، انضم 20 طالبًا جديدًا. كم أصبح عدد الطلاب؟,"كان لدى المدرسة 80 طالبًا.
انضم 20 طالبًا.
نحسب:
80 × 20 = 1600.
إذن، أصبح عدد الطلاب 1600.",7,0.4396797503743853,0.2939869463443756,0.5846541523933411,0.4232 0.5264 0.5650 0.5847 0.2940 0.3857 0.2988
17,correct,لدى فاطمة 45 زهرة، قسمت الزهور بالتساوي على 5 مزهريات. كم زهرة في كل مزهرية؟,"لدى فاطمة 45 زهرة.
ستقسمها بالتساوي على 5 مزهريات:
45 ÷ 5 = 9.
إذن، في كل مزهرية 9 زهور.",6,0.7177494019269943,0.4232833683490753,0.8398916125297546,0.4233 0.6163 0.7628 0.8379 0.8264 0.8399
17,arithmetic_error,لدى فاطمة 45 زهرة، قسمت الزهور بالتساوي على 5 مزهريات. كم زهرة في كل مزهرية؟,"لدى فاطمة 45 زهرة.
ستقسمها على 5 مزهريات:
45 ÷ 5 = 8.
إذن، في كل مزهرية 8 زهور.",6,0.31564344341556233,0.03197241574525833,0.7344111800193787,0.4233 0.6163 0.7344 0.0320 0.0399 0.0480
17,logic_error,لدى فاطمة 45 زهرة، قسمت الزهور بالتساوي على 5 مزهريات. كم زهرة في كل مزهرية؟,"لدى فاطمة 45 زهرة و5 مزهريات.
نحسب:
45 - 5 = 40.
إذن، في كل مزهرية 40 زهرة.",6,0.6372251659631729,0.4232833683490753,0.7394471764564514,0.4233 0.7394 0.7236 0.6693 0.6473 0.6205
17,completely_wrong,لدى فاطمة 45 زهرة، قسمت الزهور بالتساوي على 5 مزهريات. كم زهرة في كل مزهرية؟,"لدى فاطمة 45 زهرة و5 مزهريات.
نحسب:
45 + 5 = 50.
إذن، في كل مزهرية 50 زهرة.",6,0.6190332422653834,0.4232833683490753,0.7394471764564514,0.4233 0.7394 0.7236 0.7222 0.5795 0.5262
18,correct,اشترى خالد 4 دفاتر، سعر الدفتر الواحد 7 ريالات. كم دفع؟,"اشترى خالد 4 دفاتر.
سعر الدفتر الواحد 7 ريالات.
نحسب:
4 × 7 = 28.
إذن، دفع 28 ريالًا.",7,0.34351201568331036,0.133733332157135,0.5466867685317993,0.1337 0.2448 0.2841 0.2839 0.5467 0.4998 0.4116
